Domain,Area,Element,Item,Year,Prod_Unit,Production_Value,Price_Unit,Price_Value,Import_Unit,Import_Q,Export_Unit,Export_Q,Temp_Change_Unit,Temp_Change_Value
Livestock Primary,Myanmar,Production,"Meat, cattle",2005,tonnes,127858.0,PriceIndex,55.81,tonnes,10.0,tonnes,10.0,Â°C,0.8740000000000001
Crops,Myanmar,Area harvested,Garlic,2006,ha,26305.0,PriceIndex,27.24,tonnes,6865.0,tonnes,3017.0,Â°C,0.777
Crops,Myanmar,Production,Garlic,2006,tonnes,161000.0,PriceIndex,27.24,tonnes,6865.0,tonnes,3017.0,Â°C,0.777
Crops,Myanmar,Area harvested,Maize,2006,ha,326986.0,PriceIndex,40.22,tonnes,935.0,tonnes,101251.0,Â°C,0.777
Crops,Myanmar,Production,Maize,2006,tonnes,1015800.0,PriceIndex,40.22,tonnes,935.0,tonnes,101251.0,Â°C,0.777
Crops,Myanmar,Area harvested,"Onions, dry",2006,ha,66369.0,PriceIndex,45.61,tonnes,6.0,tonnes,29010.0,Â°C,0.777
Crops,Myanmar,Production,"Onions, dry",2006,tonnes,918000.0,PriceIndex,45.61,tonnes,6.0,tonnes,29010.0,Â°C,0.777
Crops,Myanmar,Area harvested,"Rice, paddy",2006,ha,8074295.0,PriceIndex,33.69,tonnes,,tonnes,240.0,Â°C,0.777
Crops,Myanmar,Production,"Rice, paddy",2006,tonnes,30435000.0,PriceIndex,33.69,tonnes,,tonnes,240.0,Â°C,0.777
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2006,1000 Head,37495.0,PriceIndex,59.94,tonnes,50.0,tonnes,0.0,Â°C,0.777
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2006,tonnes,209924.0,PriceIndex,59.94,tonnes,50.0,tonnes,0.0,Â°C,0.777
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2006,Head,642944.0,PriceIndex,59.94,tonnes,50.0,tonnes,21.0,Â°C,0.777
Livestock Primary,Myanmar,Production,"Meat, cattle",2006,tonnes,145031.0,PriceIndex,59.94,tonnes,50.0,tonnes,21.0,Â°C,0.777
Crops,Myanmar,Area harvested,Garlic,2007,ha,28733.0,PriceIndex,37.4,tonnes,4373.0,tonnes,1295.0,Â°C,0.434
Crops,Myanmar,Production,Garlic,2007,tonnes,197300.0,PriceIndex,37.4,tonnes,4373.0,tonnes,1295.0,Â°C,0.434
Crops,Myanmar,Area harvested,Maize,2007,ha,345197.0,PriceIndex,60.0,tonnes,197.0,tonnes,156000.0,Â°C,0.434
Crops,Myanmar,Production,Maize,2007,tonnes,1128100.0,PriceIndex,60.0,tonnes,197.0,tonnes,156000.0,Â°C,0.434
Crops,Myanmar,Area harvested,"Onions, dry",2007,ha,70820.0,PriceIndex,48.15,tonnes,10.0,tonnes,5088.0,Â°C,0.434
Crops,Myanmar,Production,"Onions, dry",2007,tonnes,1012900.0,PriceIndex,48.15,tonnes,10.0,tonnes,5088.0,Â°C,0.434
Crops,Myanmar,Area harvested,"Rice, paddy",2007,ha,8011164.0,PriceIndex,34.87,tonnes,,tonnes,300.0,Â°C,0.434
Crops,Myanmar,Production,"Rice, paddy",2007,tonnes,30954000.0,PriceIndex,34.87,tonnes,,tonnes,300.0,Â°C,0.434
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2007,1000 Head,43108.0,PriceIndex,72.1,tonnes,430.0,tonnes,0.0,Â°C,0.434
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2007,tonnes,231462.0,PriceIndex,72.1,tonnes,430.0,tonnes,0.0,Â°C,0.434
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2007,Head,884374.0,PriceIndex,72.1,tonnes,10.0,tonnes,0.0,Â°C,0.434
Livestock Primary,Myanmar,Production,"Meat, cattle",2007,tonnes,157840.0,PriceIndex,72.1,tonnes,10.0,tonnes,0.0,Â°C,0.434
Crops,Myanmar,Area harvested,Garlic,2008,ha,25900.0,PriceIndex,29.97,tonnes,351.0,tonnes,1440.0,Â°C,0.41600000000000004
Crops,Myanmar,Production,Garlic,2008,tonnes,178100.0,PriceIndex,29.97,tonnes,351.0,tonnes,1440.0,Â°C,0.41600000000000004
Crops,Myanmar,Area harvested,Maize,2008,ha,354910.0,PriceIndex,73.95,tonnes,394.0,tonnes,120200.0,Â°C,0.41600000000000004
Crops,Myanmar,Production,Maize,2008,tonnes,1184700.0,PriceIndex,73.95,tonnes,394.0,tonnes,120200.0,Â°C,0.41600000000000004
Crops,Myanmar,Area harvested,"Onions, dry",2008,ha,68797.0,PriceIndex,50.77,tonnes,8.0,tonnes,29874.0,Â°C,0.41600000000000004
Crops,Myanmar,Production,"Onions, dry",2008,tonnes,1023200.0,PriceIndex,50.77,tonnes,8.0,tonnes,29874.0,Â°C,0.41600000000000004
Crops,Myanmar,Area harvested,"Rice, paddy",2008,ha,8077533.0,PriceIndex,33.89,tonnes,,tonnes,2888.0,Â°C,0.41600000000000004
Crops,Myanmar,Production,"Rice, paddy",2008,tonnes,32058500.0,PriceIndex,33.89,tonnes,,tonnes,2888.0,Â°C,0.41600000000000004
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2008,1000 Head,48815.0,PriceIndex,90.04,tonnes,264.0,tonnes,0.0,Â°C,0.41600000000000004
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2008,tonnes,263368.0,PriceIndex,90.04,tonnes,264.0,tonnes,0.0,Â°C,0.41600000000000004
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2008,Head,950299.0,PriceIndex,90.04,tonnes,10.0,tonnes,0.0,Â°C,0.41600000000000004
Livestock Primary,Myanmar,Production,"Meat, cattle",2008,tonnes,175132.0,PriceIndex,90.04,tonnes,10.0,tonnes,0.0,Â°C,0.41600000000000004
Crops,Myanmar,Area harvested,Garlic,2009,ha,28328.0,PriceIndex,83.36,tonnes,726.0,tonnes,1951.0,Â°C,0.843
Crops,Myanmar,Production,Garlic,2009,tonnes,197600.0,PriceIndex,83.36,tonnes,726.0,tonnes,1951.0,Â°C,0.843
Crops,Myanmar,Area harvested,Maize,2009,ha,363003.0,PriceIndex,69.5,tonnes,38.0,tonnes,10400.0,Â°C,0.843
Crops,Myanmar,Production,Maize,2009,tonnes,1225700.0,PriceIndex,69.5,tonnes,38.0,tonnes,10400.0,Â°C,0.843
Crops,Myanmar,Area harvested,"Onions, dry",2009,ha,72439.0,PriceIndex,49.59,tonnes,127.0,tonnes,26190.0,Â°C,0.843
Crops,Myanmar,Production,"Onions, dry",2009,tonnes,1091800.0,PriceIndex,49.59,tonnes,127.0,tonnes,26190.0,Â°C,0.843
Crops,Myanmar,Area harvested,"Rice, paddy",2009,ha,8058108.0,PriceIndex,34.84,tonnes,,tonnes,526.0,Â°C,0.843
Crops,Myanmar,Production,"Rice, paddy",2009,tonnes,32165800.0,PriceIndex,34.84,tonnes,,tonnes,526.0,Â°C,0.843
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2009,1000 Head,49000.0,PriceIndex,102.76,tonnes,331.0,tonnes,0.0,Â°C,0.843
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2009,tonnes,318264.0,PriceIndex,102.76,tonnes,331.0,tonnes,0.0,Â°C,0.843
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2009,Head,966660.0,PriceIndex,102.76,tonnes,1.0,tonnes,0.0,Â°C,0.843
Livestock Primary,Myanmar,Production,"Meat, cattle",2009,tonnes,206263.0,PriceIndex,102.76,tonnes,1.0,tonnes,0.0,Â°C,0.843
Crops,Myanmar,Area harvested,Garlic,2010,ha,29137.0,PriceIndex,117.92,tonnes,73.0,tonnes,2210.0,Â°C,1.158
Crops,Myanmar,Production,Garlic,2010,tonnes,206000.0,PriceIndex,117.92,tonnes,73.0,tonnes,2210.0,Â°C,1.158
Crops,Myanmar,Area harvested,Maize,2010,ha,388903.0,PriceIndex,70.06,tonnes,112.0,tonnes,44800.0,Â°C,1.158
Crops,Myanmar,Production,Maize,2010,tonnes,1354400.0,PriceIndex,70.06,tonnes,112.0,tonnes,44800.0,Â°C,1.158
Crops,Myanmar,Area harvested,"Onions, dry",2010,ha,72439.0,PriceIndex,34.81,tonnes,32.0,tonnes,18864.0,Â°C,1.158
Crops,Myanmar,Production,"Onions, dry",2010,tonnes,1113500.0,PriceIndex,34.81,tonnes,32.0,tonnes,18864.0,Â°C,1.158
Crops,Myanmar,Area harvested,"Rice, paddy",2010,ha,8011164.0,PriceIndex,37.89,tonnes,,tonnes,2440.0,Â°C,1.158
Crops,Myanmar,Production,"Rice, paddy",2010,tonnes,32065100.0,PriceIndex,37.89,tonnes,,tonnes,2440.0,Â°C,1.158
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2010,1000 Head,57423.0,PriceIndex,119.47,tonnes,376.0,tonnes,0.0,Â°C,1.158
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2010,tonnes,342055.0,PriceIndex,119.47,tonnes,376.0,tonnes,0.0,Â°C,1.158
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2010,Head,1333300.0,PriceIndex,119.47,tonnes,20.0,tonnes,0.0,Â°C,1.158
Livestock Primary,Myanmar,Production,"Meat, cattle",2010,tonnes,230632.0,PriceIndex,119.47,tonnes,20.0,tonnes,0.0,Â°C,1.158
Crops,Myanmar,Area harvested,Garlic,2011,ha,29137.0,PriceIndex,109.79,tonnes,115.0,tonnes,724.0,Â°C,0.467
Crops,Myanmar,Production,Garlic,2011,tonnes,209300.0,PriceIndex,109.79,tonnes,115.0,tonnes,724.0,Â°C,0.467
Crops,Myanmar,Area harvested,Maize,2011,ha,411566.0,PriceIndex,71.17,tonnes,928.0,tonnes,123700.0,Â°C,0.467
Crops,Myanmar,Production,Maize,2011,tonnes,1461500.0,PriceIndex,71.17,tonnes,928.0,tonnes,123700.0,Â°C,0.467
Crops,Myanmar,Area harvested,"Onions, dry",2011,ha,72034.0,PriceIndex,34.81,tonnes,8.0,tonnes,7442.0,Â°C,0.467
Crops,Myanmar,Production,"Onions, dry",2011,tonnes,1125100.0,PriceIndex,34.81,tonnes,8.0,tonnes,7442.0,Â°C,0.467
Crops,Myanmar,Area harvested,"Rice, paddy",2011,ha,7566819.0,PriceIndex,35.38,tonnes,,tonnes,12437.0,Â°C,0.467
Crops,Myanmar,Production,"Rice, paddy",2011,tonnes,28552100.0,PriceIndex,35.38,tonnes,,tonnes,12437.0,Â°C,0.467
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2011,1000 Head,62875.0,PriceIndex,128.38,tonnes,442.0,tonnes,0.0,Â°C,0.467
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2011,tonnes,371682.0,PriceIndex,128.38,tonnes,442.0,tonnes,0.0,Â°C,0.467
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2011,Head,1400000.0,PriceIndex,128.38,tonnes,150.0,tonnes,0.0,Â°C,0.467
Livestock Primary,Myanmar,Production,"Meat, cattle",2011,tonnes,249958.0,PriceIndex,128.38,tonnes,150.0,tonnes,0.0,Â°C,0.467
Crops,Myanmar,Area harvested,Garlic,2012,ha,28733.0,PriceIndex,45.01,tonnes,0.0,tonnes,0.0,Â°C,0.8690000000000001
Crops,Myanmar,Production,Garlic,2012,tonnes,208800.0,PriceIndex,45.01,tonnes,0.0,tonnes,0.0,Â°C,0.8690000000000001
Crops,Myanmar,Area harvested,Maize,2012,ha,418850.0,PriceIndex,93.41,tonnes,399.0,tonnes,31743.0,Â°C,0.8690000000000001
Crops,Myanmar,Production,Maize,2012,tonnes,1501600.0,PriceIndex,93.41,tonnes,399.0,tonnes,31743.0,Â°C,0.8690000000000001
Crops,Myanmar,Area harvested,"Onions, dry",2012,ha,72034.0,PriceIndex,43.0,tonnes,274.0,tonnes,5215.0,Â°C,0.8690000000000001
Crops,Myanmar,Production,"Onions, dry",2012,tonnes,1142400.0,PriceIndex,43.0,tonnes,274.0,tonnes,5215.0,Â°C,0.8690000000000001
Crops,Myanmar,Area harvested,"Rice, paddy",2012,ha,6988927.0,PriceIndex,34.44,tonnes,,tonnes,7436.0,Â°C,0.8690000000000001
Crops,Myanmar,Production,"Rice, paddy",2012,tonnes,26216600.0,PriceIndex,34.44,tonnes,,tonnes,7436.0,Â°C,0.8690000000000001
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2012,1000 Head,63000.0,PriceIndex,118.78,tonnes,245.0,tonnes,0.0,Â°C,0.8690000000000001
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2012,tonnes,395900.0,PriceIndex,118.78,tonnes,245.0,tonnes,0.0,Â°C,0.8690000000000001
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2012,Head,1433000.0,PriceIndex,118.78,tonnes,314.0,tonnes,0.0,Â°C,0.8690000000000001
Livestock Primary,Myanmar,Production,"Meat, cattle",2012,tonnes,273478.0,PriceIndex,118.78,tonnes,314.0,tonnes,0.0,Â°C,0.8690000000000001
Crops,Myanmar,Area harvested,Garlic,2013,ha,29137.0,PriceIndex,58.96,tonnes,0.0,tonnes,39.0,Â°C,0.943
Crops,Myanmar,Production,Garlic,2013,tonnes,212000.0,PriceIndex,58.96,tonnes,0.0,tonnes,39.0,Â°C,0.943
Crops,Myanmar,Area harvested,Maize,2013,ha,439894.0,PriceIndex,90.1,tonnes,1547.0,tonnes,70000.0,Â°C,0.943
Crops,Myanmar,Production,Maize,2013,tonnes,1600600.0,PriceIndex,90.1,tonnes,1547.0,tonnes,70000.0,Â°C,0.943
Crops,Myanmar,Area harvested,"Onions, dry",2013,ha,76890.0,PriceIndex,33.79,tonnes,57.0,tonnes,19708.0,Â°C,0.943
Crops,Myanmar,Production,"Onions, dry",2013,tonnes,1204900.0,PriceIndex,33.79,tonnes,57.0,tonnes,19708.0,Â°C,0.943
Crops,Myanmar,Area harvested,"Rice, paddy",2013,ha,6952910.0,PriceIndex,40.0,tonnes,,tonnes,6320.0,Â°C,0.943
Crops,Myanmar,Production,"Rice, paddy",2013,tonnes,26372100.0,PriceIndex,40.0,tonnes,,tonnes,6320.0,Â°C,0.943
Livestock Primary,Myanmar,Laying,"Eggs, hen, in shell",2013,1000 Head,63000.0,PriceIndex,111.26,tonnes,340.0,tonnes,0.0,Â°C,0.943
Livestock Primary,Myanmar,Production,"Eggs, hen, in shell",2013,tonnes,431500.0,PriceIndex,111.26,tonnes,340.0,tonnes,0.0,Â°C,0.943
Livestock Primary,Myanmar,Producing Animals/Slaughtered,"Meat, cattle",2013,Head,1440000.0,PriceIndex,111.26,tonnes,200.0,tonnes,0.0,Â°C,0.943
Livestock Primary,Myanmar,Production,"Meat, cattle",2013,tonnes,298632.0,PriceIndex,111.26,tonnes,200.0,tonnes,0.0,Â°C,0.943
Crops,Philippines,Area harvested,Bananas,2000,ha,382491.0,USD,90.8,tonnes,0.0,tonnes,1599920.0,Â°C,0.546
Crops,Philippines,Area harvested,Bananas,2000,ha,382491.0,PriceIndex,31.66,tonnes,0.0,tonnes,1599920.0,Â°C,0.546
Crops,Philippines,Production,Bananas,2000,tonnes,4929570.0,USD,90.8,tonnes,0.0,tonnes,1599920.0,Â°C,0.546
Crops,Philippines,Production,Bananas,2000,tonnes,4929570.0,PriceIndex,31.66,tonnes,0.0,tonnes,1599920.0,Â°C,0.546
Crops,Philippines,Area harvested,Garlic,2000,ha,5269.0,USD,1363.4,tonnes,5113.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Area harvested,Garlic,2000,ha,5269.0,PriceIndex,57.83,tonnes,5113.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Production,Garlic,2000,tonnes,13688.0,USD,1363.4,tonnes,5113.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Production,Garlic,2000,tonnes,13688.0,PriceIndex,57.83,tonnes,5113.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Area harvested,Maize,2000,ha,2510342.0,USD,150.1,tonnes,447938.0,tonnes,339.0,Â°C,0.546
Crops,Philippines,Area harvested,Maize,2000,ha,2510342.0,PriceIndex,50.26,tonnes,447938.0,tonnes,339.0,Â°C,0.546
Crops,Philippines,Production,Maize,2000,tonnes,4511104.0,USD,150.1,tonnes,447938.0,tonnes,339.0,Â°C,0.546
Crops,Philippines,Production,Maize,2000,tonnes,4511104.0,PriceIndex,50.26,tonnes,447938.0,tonnes,339.0,Â°C,0.546
Crops,Philippines,Area harvested,Oil palm fruit,2000,ha,16000.0,PriceIndex,43.19,tonnes,64199.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Production,Oil palm fruit,2000,tonnes,245000.0,PriceIndex,43.19,tonnes,64199.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Area harvested,"Onions, dry",2000,ha,9579.0,USD,229.9,tonnes,10250.0,tonnes,14869.0,Â°C,0.546
Crops,Philippines,Area harvested,"Onions, dry",2000,ha,9579.0,PriceIndex,25.33,tonnes,10250.0,tonnes,14869.0,Â°C,0.546
Crops,Philippines,Production,"Onions, dry",2000,tonnes,84216.0,USD,229.9,tonnes,10250.0,tonnes,14869.0,Â°C,0.546
Crops,Philippines,Production,"Onions, dry",2000,tonnes,84216.0,PriceIndex,25.33,tonnes,10250.0,tonnes,14869.0,Â°C,0.546
Crops,Philippines,Area harvested,"Rice, paddy",2000,ha,4038085.0,USD,190.5,tonnes,61.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Area harvested,"Rice, paddy",2000,ha,4038085.0,PriceIndex,46.07,tonnes,61.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Production,"Rice, paddy",2000,tonnes,12389412.0,USD,190.5,tonnes,61.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Production,"Rice, paddy",2000,tonnes,12389412.0,PriceIndex,46.07,tonnes,61.0,tonnes,0.0,Â°C,0.546
Livestock Primary,Philippines,Laying,"Eggs, hen, in shell",2000,1000 Head,48600.0,USD,1133.3,tonnes,184.0,tonnes,18.0,Â°C,0.546
Livestock Primary,Philippines,Laying,"Eggs, hen, in shell",2000,1000 Head,48600.0,PriceIndex,46.75,tonnes,184.0,tonnes,18.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Eggs, hen, in shell",2000,tonnes,243380.0,USD,1133.3,tonnes,184.0,tonnes,18.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Eggs, hen, in shell",2000,tonnes,243380.0,PriceIndex,46.75,tonnes,184.0,tonnes,18.0,Â°C,0.546
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, cattle",2000,Head,811120.0,PriceIndex,52.48,tonnes,1211.0,tonnes,,Â°C,0.546
Livestock Primary,Philippines,Production,"Meat, cattle",2000,tonnes,190159.0,PriceIndex,52.48,tonnes,1211.0,tonnes,,Â°C,0.546
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, chicken",2000,1000 Head,477490.0,USD,1684.2,tonnes,17519.0,tonnes,7.0,Â°C,0.546
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, chicken",2000,1000 Head,477490.0,PriceIndex,61.11,tonnes,17519.0,tonnes,7.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Meat, chicken",2000,tonnes,533118.0,USD,1684.2,tonnes,17519.0,tonnes,7.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Meat, chicken",2000,tonnes,533118.0,PriceIndex,61.11,tonnes,17519.0,tonnes,7.0,Â°C,0.546
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, duck",2000,1000 Head,10790.0,USD,1586.6,tonnes,249.0,tonnes,0.0,Â°C,0.546
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, duck",2000,1000 Head,10790.0,PriceIndex,55.07,tonnes,249.0,tonnes,0.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Meat, duck",2000,tonnes,21580.0,USD,1586.6,tonnes,249.0,tonnes,0.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Meat, duck",2000,tonnes,21580.0,PriceIndex,55.07,tonnes,249.0,tonnes,0.0,Â°C,0.546
Livestock Primary,Philippines,Milk Animals,"Milk, whole fresh cow",2000,Head,4523.0,PriceIndex,47.42,tonnes,21280.0,tonnes,0.0,Â°C,0.546
Livestock Primary,Philippines,Production,"Milk, whole fresh cow",2000,tonnes,10210.0,PriceIndex,47.42,tonnes,21280.0,tonnes,0.0,Â°C,0.546
Crops,Philippines,Area harvested,Bananas,2001,ha,386703.0,USD,82.4,tonnes,6.0,tonnes,2129309.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Bananas,2001,ha,386703.0,PriceIndex,33.16,tonnes,6.0,tonnes,2129309.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Bananas,2001,tonnes,5059360.0,USD,82.4,tonnes,6.0,tonnes,2129309.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Bananas,2001,tonnes,5059360.0,PriceIndex,33.16,tonnes,6.0,tonnes,2129309.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Garlic,2001,ha,5707.0,USD,1068.0,tonnes,7599.0,tonnes,590.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Garlic,2001,ha,5707.0,PriceIndex,52.27,tonnes,7599.0,tonnes,590.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Garlic,2001,tonnes,15364.0,USD,1068.0,tonnes,7599.0,tonnes,590.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Garlic,2001,tonnes,15364.0,PriceIndex,52.27,tonnes,7599.0,tonnes,590.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Maize,2001,ha,2486588.0,USD,130.8,tonnes,172729.0,tonnes,511.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Maize,2001,ha,2486588.0,PriceIndex,50.53,tonnes,172729.0,tonnes,511.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Maize,2001,tonnes,4525012.0,USD,130.8,tonnes,172729.0,tonnes,511.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Maize,2001,tonnes,4525012.0,PriceIndex,50.53,tonnes,172729.0,tonnes,511.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Oil palm fruit,2001,ha,16000.0,USD,26.9,tonnes,32987.0,tonnes,18.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Oil palm fruit,2001,ha,16000.0,PriceIndex,35.8,tonnes,32987.0,tonnes,18.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Oil palm fruit,2001,tonnes,288000.0,USD,26.9,tonnes,32987.0,tonnes,18.0,Â°C,0.6659999999999999
Crops,Philippines,Production,Oil palm fruit,2001,tonnes,288000.0,PriceIndex,35.8,tonnes,32987.0,tonnes,18.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,"Onions, dry",2001,ha,10094.0,USD,432.8,tonnes,17925.0,tonnes,5617.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,"Onions, dry",2001,ha,10094.0,PriceIndex,55.01,tonnes,17925.0,tonnes,5617.0,Â°C,0.6659999999999999
Crops,Philippines,Production,"Onions, dry",2001,tonnes,82606.0,USD,432.8,tonnes,17925.0,tonnes,5617.0,Â°C,0.6659999999999999
Crops,Philippines,Production,"Onions, dry",2001,tonnes,82606.0,PriceIndex,55.01,tonnes,17925.0,tonnes,5617.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,"Rice, paddy",2001,ha,4065441.0,USD,160.2,tonnes,0.0,tonnes,1.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,"Rice, paddy",2001,ha,4065441.0,PriceIndex,44.7,tonnes,0.0,tonnes,1.0,Â°C,0.6659999999999999
Crops,Philippines,Production,"Rice, paddy",2001,tonnes,12954870.0,USD,160.2,tonnes,0.0,tonnes,1.0,Â°C,0.6659999999999999
Crops,Philippines,Production,"Rice, paddy",2001,tonnes,12954870.0,PriceIndex,44.7,tonnes,0.0,tonnes,1.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Laying,"Eggs, hen, in shell",2001,1000 Head,49300.0,USD,1173.7,tonnes,106.0,tonnes,571.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Laying,"Eggs, hen, in shell",2001,1000 Head,49300.0,PriceIndex,55.86,tonnes,106.0,tonnes,571.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Eggs, hen, in shell",2001,tonnes,246700.0,USD,1173.7,tonnes,106.0,tonnes,571.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Eggs, hen, in shell",2001,tonnes,246700.0,PriceIndex,55.86,tonnes,106.0,tonnes,571.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, cattle",2001,Head,780098.0,PriceIndex,54.56,tonnes,267.0,tonnes,,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Meat, cattle",2001,tonnes,182886.0,PriceIndex,54.56,tonnes,267.0,tonnes,,Â°C,0.6659999999999999
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, chicken",2001,1000 Head,525810.0,USD,1527.7,tonnes,11707.0,tonnes,29.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, chicken",2001,1000 Head,525810.0,PriceIndex,63.96,tonnes,11707.0,tonnes,29.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Meat, chicken",2001,tonnes,587067.0,USD,1527.7,tonnes,11707.0,tonnes,29.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Meat, chicken",2001,tonnes,587067.0,PriceIndex,63.96,tonnes,11707.0,tonnes,29.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, duck",2001,1000 Head,11220.0,USD,1495.0,tonnes,130.0,tonnes,0.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Producing Animals/Slaughtered,"Meat, duck",2001,1000 Head,11220.0,PriceIndex,59.87,tonnes,130.0,tonnes,0.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Meat, duck",2001,tonnes,22440.0,USD,1495.0,tonnes,130.0,tonnes,0.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Meat, duck",2001,tonnes,22440.0,PriceIndex,59.87,tonnes,130.0,tonnes,0.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Milk Animals,"Milk, whole fresh cow",2001,Head,4738.0,PriceIndex,50.02,tonnes,36690.0,tonnes,6.0,Â°C,0.6659999999999999
Livestock Primary,Philippines,Production,"Milk, whole fresh cow",2001,tonnes,10800.0,PriceIndex,50.02,tonnes,36690.0,tonnes,6.0,Â°C,0.6659999999999999
Crops,Philippines,Area harvested,Bananas,2002,ha,398005.0,USD,89.3,tonnes,0.0,tonnes,1684986.0,Â°C,0.563
Crops,Philippines,Area harvested,Bananas,2002,ha,398005.0,PriceIndex,36.36,tonnes,0.0,tonnes,1684986.0,Â°C,0.563
Crops,Philippines,Production,Bananas,2002,tonnes,5274826.0,USD,89.3,tonnes,0.0,tonnes,1684986.0,Â°C,0.563
Crops,Philippines,Production,Bananas,2002,tonnes,5274826.0,PriceIndex,36.36,tonnes,0.0,tonnes,1684986.0,Â°C,0.563
Crops,Philippines,Area harvested,Garlic,2002,ha,5637.0,USD,996.4,tonnes,16969.0,tonnes,4047.0,Â°C,0.563
Crops,Philippines,Area harvested,Garlic,2002,ha,5637.0,PriceIndex,49.35,tonnes,16969.0,tonnes,4047.0,Â°C,0.563
Crops,Philippines,Production,Garlic,2002,tonnes,16257.0,USD,996.4,tonnes,16969.0,tonnes,4047.0,Â°C,0.563
