Area,Item,Year,Export_V(1000USD),Import_V(1000USD)
Myanmar,Garlic,2009,533.0,480.0
Myanmar,Garlic,2010,1118.0,30.0
Myanmar,Garlic,2011,493.0,65.0
Myanmar,Garlic,2012,0.0,0.0
Myanmar,Garlic,2013,10.0,0.0
Myanmar,Garlic,2014,2690.0,39.0
Myanmar,Garlic,2015,3807.0,23.0
Myanmar,Garlic,2016,559.0,60.0
Myanmar,Garlic,2017,3881.0,195.0
Myanmar,Garlic,2018,1759.0,4.0
Myanmar,Maize,2008,26142.0,880.0
Myanmar,Maize,2009,2108.0,85.0
Myanmar,Maize,2010,11019.0,250.0
Myanmar,Maize,2011,34406.0,4036.0
Myanmar,Maize,2012,8145.0,2700.0
Myanmar,Maize,2013,18480.0,6979.0
Myanmar,Maize,2014,355746.0,11988.0
Myanmar,Maize,2015,360775.0,16699.0
Myanmar,Maize,2016,223451.0,14254.0
Myanmar,Maize,2017,304901.0,18737.0
Myanmar,Maize,2018,237928.0,39067.0
Myanmar,"Meat, cattle",2008,0.0,11.0
Myanmar,"Meat, cattle",2009,0.0,17.0
Myanmar,"Meat, cattle",2010,0.0,119.0
Myanmar,"Meat, cattle",2011,0.0,959.0
Myanmar,"Meat, cattle",2012,0.0,1742.0
Myanmar,"Meat, cattle",2013,0.0,1100.0
Myanmar,"Meat, cattle",2017,4890.0,177.0
Myanmar,"Meat, cattle",2018,5647.0,230.0
Myanmar,"Meat, chicken",2017,52.0,52.0
Myanmar,"Meat, chicken",2018,6.0,261.0
Myanmar,"Milk, whole fresh cow",2017,3.0,5317.0
Myanmar,"Oil, palm kernel",2017,113.0,2804.0
Myanmar,"Onions, dry",2008,7399.0,4.0
Myanmar,"Onions, dry",2009,6453.0,24.0
Myanmar,"Onions, dry",2010,4043.0,10.0
Myanmar,"Onions, dry",2011,1861.0,6.0
Myanmar,"Onions, dry",2012,1944.0,119.0
Myanmar,"Onions, dry",2013,7965.0,21.0
Myanmar,"Onions, shallots, green",2014,455.0,8.0
Myanmar,"Onions, shallots, green",2015,1695.0,376.0
Myanmar,"Onions, shallots, green",2016,11916.0,79.0
Myanmar,"Onions, shallots, green",2017,9186.0,173.0
Myanmar,"Onions, shallots, green",2018,13477.0,39.0
Myanmar,"Rice, paddy",2008,567.0,
Myanmar,"Rice, paddy",2009,323.0,
Myanmar,"Rice, paddy",2010,453.0,
Myanmar,"Rice, paddy",2011,2520.0,
Myanmar,"Rice, paddy",2012,1719.0,
Myanmar,"Rice, paddy",2013,1650.0,
Myanmar,"Rice, paddy",2014,3.0,109.0
Myanmar,"Rice, paddy",2016,177.0,43.0
Myanmar,"Rice, paddy",2017,589.0,1325.0
Myanmar,"Rice, paddy",2018,20664.0,168.0
Philippines,Bananas,2008,405673.0,0.0
Philippines,Bananas,2009,360289.0,0.0
Philippines,Bananas,2010,319296.0,0.0
Philippines,Bananas,2011,471152.0,0.0
Philippines,Bananas,2012,647880.0,0.0
Philippines,Bananas,2013,963412.0,0.0
Philippines,Bananas,2014,1137316.0,38.0
Philippines,Bananas,2015,439902.0,73.0
Philippines,Bananas,2016,618830.0,46.0
Philippines,Bananas,2017,1048738.0,29.0
Philippines,Bananas,2018,1504260.0,22.0
Philippines,"Eggs, hen, in shell",2008,13.0,57.0
Philippines,"Eggs, hen, in shell",2009,13.0,0.0
Philippines,"Eggs, hen, in shell",2010,13.0,0.0
Philippines,"Eggs, hen, in shell",2011,6.0,42.0
Philippines,"Eggs, hen, in shell",2012,3.0,16.0
Philippines,"Eggs, hen, in shell",2013,16.0,0.0
Philippines,"Eggs, hen, in shell",2014,14.0,0.0
Philippines,"Eggs, hen, in shell",2015,17.0,0.0
Philippines,"Eggs, hen, in shell",2017,9.0,4.0
Philippines,"Eggs, hen, in shell",2018,17.0,20.0
Philippines,Garlic,2008,21.0,9278.0
Philippines,Garlic,2009,0.0,4527.0
Philippines,Garlic,2010,0.0,1836.0
Philippines,Garlic,2011,0.0,1432.0
Philippines,Garlic,2012,0.0,957.0
Philippines,Garlic,2013,0.0,451.0
Philippines,Garlic,2014,3.0,9056.0
Philippines,Garlic,2017,0.0,17980.0
Philippines,Garlic,2018,0.0,20776.0
Philippines,Maize,2008,939.0,25410.0
Philippines,Maize,2009,829.0,104145.0
Philippines,Maize,2010,74.0,72768.0
Philippines,Maize,2011,43.0,48027.0
Philippines,Maize,2012,89.0,87564.0
Philippines,Maize,2013,1191.0,138519.0
Philippines,Maize,2014,2820.0,204573.0
Philippines,Maize,2015,1313.0,177580.0
Philippines,Maize,2016,1062.0,201930.0
Philippines,Maize,2017,1669.0,129090.0
Philippines,Maize,2018,1075.0,268105.0
Philippines,"Meat, cattle",2008,,4126.0
Philippines,"Meat, cattle",2009,,3184.0
Philippines,"Meat, cattle",2010,,4559.0
Philippines,"Meat, cattle",2011,,5687.0
Philippines,"Meat, cattle",2012,37.0,8035.0
Philippines,"Meat, cattle",2013,0.0,6748.0
Philippines,"Meat, chicken",2008,15507.0,27553.0
Philippines,"Meat, chicken",2009,21160.0,41386.0
Philippines,"Meat, chicken",2010,24941.0,58040.0
Philippines,"Meat, chicken",2011,43098.0,83999.0
Philippines,"Meat, chicken",2012,33323.0,106948.0
Philippines,"Meat, chicken",2013,26969.0,96213.0
Philippines,"Meat, chicken",2014,33846.0,166094.0
Philippines,"Meat, chicken",2015,15660.0,170803.0
Philippines,"Meat, chicken",2016,9891.0,214682.0
Philippines,"Meat, chicken",2017,1143.0,221511.0
Philippines,"Meat, chicken",2018,1222.0,259814.0
Philippines,"Meat, duck",2008,11.0,256.0
Philippines,"Meat, duck",2009,0.0,264.0
Philippines,"Meat, duck",2010,0.0,304.0
Philippines,"Meat, duck",2011,0.0,250.0
Philippines,"Meat, duck",2012,14.0,1017.0
Philippines,"Meat, duck",2013,0.0,530.0
Philippines,"Meat, duck",2014,170.0,1075.0
Philippines,"Meat, duck",2015,181.0,1022.0
Philippines,"Meat, duck",2016,17.0,749.0
Philippines,"Meat, duck",2017,0.0,47.0
Philippines,"Meat, sheep",2008,0.0,678.0
Philippines,"Meat, sheep",2009,0.0,892.0
Philippines,"Meat, sheep",2010,0.0,1369.0
Philippines,"Meat, sheep",2011,0.0,3073.0
Philippines,"Meat, sheep",2012,0.0,3595.0
Philippines,"Meat, sheep",2013,0.0,3747.0
Philippines,"Milk, whole fresh cow",2008,91.0,31205.0
Philippines,"Milk, whole fresh cow",2009,56.0,26849.0
Philippines,"Milk, whole fresh cow",2010,123.0,39450.0
Philippines,"Milk, whole fresh cow",2011,307.0,41957.0
Philippines,"Milk, whole fresh cow",2012,199.0,26628.0
Philippines,"Milk, whole fresh cow",2013,2.0,43106.0
Philippines,"Milk, whole fresh cow",2014,507.0,47305.0
Philippines,"Milk, whole fresh cow",2015,50.0,38355.0
Philippines,"Milk, whole fresh cow",2016,29.0,43986.0
Philippines,"Milk, whole fresh cow",2017,0.0,55537.0
Philippines,"Milk, whole fresh cow",2018,51.0,69317.0
Philippines,"Oil, palm kernel",2008,8005.0,3181.0
Philippines,"Oil, palm kernel",2009,23.0,2113.0
Philippines,"Oil, palm kernel",2010,633.0,614.0
Philippines,"Oil, palm kernel",2011,4083.0,31718.0
Philippines,"Oil, palm kernel",2012,9900.0,34613.0
Philippines,"Oil, palm kernel",2013,461.0,23596.0
Philippines,"Oil, palm kernel",2014,109.0,84899.0
Philippines,"Oil, palm kernel",2015,2125.0,84889.0
Philippines,"Oil, palm kernel",2016,355.0,110567.0
Philippines,"Oil, palm kernel",2017,1124.0,107925.0
Philippines,"Oil, palm kernel",2018,3290.0,102596.0
Philippines,"Onions, dry",2008,1695.0,7764.0
Philippines,"Onions, dry",2009,2427.0,1218.0
Philippines,"Onions, dry",2010,2972.0,1009.0
Philippines,"Onions, dry",2011,6540.0,732.0
Philippines,"Onions, dry",2012,2642.0,2282.0
Philippines,"Onions, dry",2013,1565.0,1142.0
Philippines,"Onions, dry",2014,1355.0,1606.0
Philippines,"Onions, dry",2015,609.0,5424.0
Philippines,"Onions, dry",2016,527.0,21715.0
Philippines,"Onions, dry",2017,733.0,6210.0
Philippines,"Onions, dry",2018,51.0,21702.0
Philippines,"Rice, paddy",2008,2382.0,4262.0
Philippines,"Rice, paddy",2009,383.0,8133.0
Philippines,"Rice, paddy",2010,825.0,7834.0
Philippines,"Rice, paddy",2011,1648.0,9803.0
Philippines,"Rice, paddy",2012,1026.0,12894.0
Philippines,"Rice, paddy",2013,5090.0,8394.0
Philippines,"Rice, paddy",2014,2965.0,18873.0
Philippines,"Rice, paddy",2015,169.0,43686.0
Philippines,"Rice, paddy",2016,7.0,39072.0
Philippines,"Rice, paddy",2017,0.0,35151.0
Philippines,"Rice, paddy",2018,256.0,34823.0
Singapore,Bananas,2008,59.0,16280.0
Singapore,Bananas,2009,35.0,17247.0
Singapore,Bananas,2010,109.0,17837.0
Singapore,Bananas,2011,202.0,19746.0
Singapore,Bananas,2012,170.0,23716.0
Singapore,Bananas,2013,137.0,27448.0
Singapore,Bananas,2014,165.0,30709.0
Singapore,Bananas,2015,188.0,32399.0
Singapore,Bananas,2016,178.0,33964.0
Singapore,Bananas,2017,92.0,34846.0
Singapore,Bananas,2018,8.0,32750.0
Singapore,"Eggs, hen, in shell",2008,131.0,93699.0
Singapore,"Eggs, hen, in shell",2009,50.0,91705.0
Singapore,"Eggs, hen, in shell",2010,103.0,103488.0
Singapore,"Eggs, hen, in shell",2011,287.0,123733.0
Singapore,"Eggs, hen, in shell",2012,219.0,112720.0
Singapore,"Eggs, hen, in shell",2013,585.0,125182.0
Singapore,"Eggs, hen, in shell",2014,675.0,139601.0
Singapore,"Eggs, hen, in shell",2015,961.0,119841.0
Singapore,"Eggs, hen, in shell",2016,891.0,112943.0
Singapore,"Eggs, hen, in shell",2017,1429.0,109326.0
Singapore,"Eggs, hen, in shell",2018,1737.0,134005.0
Singapore,Garlic,2008,663.0,6586.0
Singapore,Garlic,2009,792.0,8634.0
Singapore,Garlic,2010,1371.0,19289.0
Singapore,Garlic,2011,897.0,17186.0
Singapore,Garlic,2012,737.0,15326.0
Singapore,Garlic,2013,1862.0,16737.0
Singapore,Garlic,2014,322.0,13537.0
Singapore,Garlic,2015,1035.0,18104.0
Singapore,Garlic,2016,2757.0,29201.0
Singapore,Garlic,2017,1112.0,24538.0
Singapore,Garlic,2018,843.0,15242.0
Singapore,Maize,2008,234.0,2439.0
Singapore,Maize,2009,18.0,3395.0
Singapore,Maize,2010,43.0,4381.0
Singapore,Maize,2011,79.0,6670.0
Singapore,Maize,2012,134.0,11581.0
Singapore,Maize,2013,280.0,13698.0
Singapore,Maize,2014,669.0,10674.0
Singapore,Maize,2015,660.0,9762.0
Singapore,Maize,2016,11842.0,9295.0
Singapore,Maize,2017,90.0,11875.0
Singapore,Maize,2018,134.0,9570.0
Singapore,"Meat, cattle",2008,2102.0,7046.0
Singapore,"Meat, cattle",2009,3320.0,7311.0
Singapore,"Meat, cattle",2010,3335.0,8940.0
Singapore,"Meat, cattle",2011,4078.0,10939.0
Singapore,"Meat, cattle",2012,4845.0,11801.0
Singapore,"Meat, cattle",2013,4013.0,11635.0
Singapore,"Meat, cattle",2014,7585.0,16740.0
Singapore,"Meat, cattle",2015,11672.0,17873.0
Singapore,"Meat, cattle",2016,9867.0,15357.0
Singapore,"Meat, cattle",2017,21399.0,19844.0
Singapore,"Meat, cattle",2018,18815.0,17814.0
Singapore,"Meat, chicken",2008,17779.0,227768.0
Singapore,"Meat, chicken",2009,11975.0,172777.0
Singapore,"Meat, chicken",2010,16835.0,209848.0
Singapore,"Meat, chicken",2011,22210.0,263713.0
Singapore,"Meat, chicken",2012,19292.0,268865.0
Singapore,"Meat, chicken",2013,24310.0,273886.0
Singapore,"Meat, chicken",2014,14930.0,260688.0
Singapore,"Meat, chicken",2015,12510.0,242917.0
Singapore,"Meat, chicken",2016,16477.0,244163.0
Singapore,"Meat, chicken",2017,23508.0,226040.0
Singapore,"Meat, chicken",2018,18252.0,235309.0
Singapore,"Meat, duck",2008,485.0,4068.0
Singapore,"Meat, duck",2009,572.0,2791.0
Singapore,"Meat, duck",2010,643.0,2651.0
Singapore,"Meat, duck",2011,396.0,4185.0
Singapore,"Meat, duck",2012,217.0,3003.0
Singapore,"Meat, duck",2013,333.0,3685.0
Singapore,"Meat, duck",2014,455.0,4203.0
Singapore,"Meat, duck",2015,478.0,4586.0
Singapore,"Meat, duck",2016,875.0,6975.0
Singapore,"Meat, duck",2017,1534.0,7780.0
Singapore,"Meat, duck",2018,906.0,8766.0
Singapore,"Meat, goat",2008,0.0,100.0
Singapore,"Meat, goat",2009,0.0,242.0
Singapore,"Meat, goat",2010,0.0,606.0
Singapore,"Meat, goat",2011,0.0,552.0
Singapore,"Meat, goat",2012,3.0,26.0
Singapore,"Meat, goat",2013,0.0,22.0
Singapore,"Meat, goat",2018,29.0,235.0
Singapore,"Meat, sheep",2008,1152.0,36872.0
Singapore,"Meat, sheep",2009,796.0,39352.0
Singapore,"Meat, sheep",2010,2395.0,48743.0
Singapore,"Meat, sheep",2011,3222.0,58097.0
Singapore,"Meat, sheep",2012,2663.0,49092.0
Singapore,"Meat, sheep",2013,2088.0,53298.0
Singapore,"Meat, sheep",2014,2550.0,68986.0
Singapore,"Meat, sheep",2015,2291.0,59412.0
Singapore,"Meat, sheep",2016,1715.0,60523.0
Singapore,"Meat, sheep",2017,2827.0,75267.0
Singapore,"Meat, sheep",2018,6538.0,75542.0
Singapore,"Milk, whole fresh cow",2008,1210.0,36008.0
Singapore,"Milk, whole fresh cow",2009,873.0,37648.0
Singapore,"Milk, whole fresh cow",2010,1297.0,52673.0
Singapore,"Milk, whole fresh cow",2011,1495.0,62267.0
Singapore,"Milk, whole fresh cow",2012,3010.0,88697.0
Singapore,"Milk, whole fresh cow",2013,3275.0,98025.0
Singapore,"Milk, whole fresh cow",2014,4357.0,95323.0
Singapore,"Milk, whole fresh cow",2015,3466.0,90129.0
Singapore,"Milk, whole fresh cow",2016,2207.0,91307.0
Singapore,"Milk, whole fresh cow",2017,2228.0,96593.0
Singapore,"Milk, whole fresh cow",2018,1357.0,109148.0
Singapore,"Oil, palm kernel",2008,5943.0,29357.0
Singapore,"Oil, palm kernel",2009,3481.0,14601.0
Singapore,"Oil, palm kernel",2010,1978.0,10750.0
Singapore,"Oil, palm kernel",2011,126.0,10197.0
Singapore,"Oil, palm kernel",2012,377.0,3073.0
Singapore,"Oil, palm kernel",2013,127.0,1536.0
Singapore,"Oil, palm kernel",2014,303.0,920.0
Singapore,"Oil, palm kernel",2015,757.0,257.0
Singapore,"Oil, palm kernel",2016,247.0,1252.0
Singapore,"Oil, palm kernel",2017,319.0,3174.0
Singapore,"Oil, palm kernel",2018,73.0,1251.0
Singapore,"Onions, dry",2008,1026.0,18971.0
Singapore,"Onions, dry",2009,1242.0,20360.0
Singapore,"Onions, dry",2010,2358.0,27574.0
Singapore,"Onions, dry",2011,1877.0,29008.0
Singapore,"Onions, dry",2012,1598.0,26028.0
Singapore,"Onions, dry",2013,6897.0,39459.0
Singapore,"Onions, dry",2014,3181.0,33351.0
Singapore,"Onions, dry",2015,4549.0,36198.0
Singapore,"Onions, dry",2016,5507.0,34387.0
Singapore,"Onions, dry",2017,4166.0,35560.0
Singapore,"Onions, dry",2018,3511.0,36684.0
Singapore,"Rice, paddy",2008,0.0,0.0
Singapore,"Rice, paddy",2009,0.0,0.0
Singapore,"Rice, paddy",2010,5.0,0.0
Singapore,"Rice, paddy",2011,0.0,1.0
Singapore,"Rice, paddy",2012,0.0,0.0
Singapore,"Rice, paddy",2013,59.0,54.0
Singapore,"Rice, paddy",2014,2.0,0.0
Singapore,"Rice, paddy",2015,10.0,4.0
Singapore,"Rice, paddy",2017,0.0,0.0
Singapore,"Rice, paddy",2018,0.0,0.0
Thailand,Bananas,2008,8538.0,2957.0
Thailand,Bananas,2009,9459.0,1415.0
Thailand,Bananas,2010,8373.0,1982.0
Thailand,Bananas,2011,42375.0,2346.0
Thailand,Bananas,2012,13379.0,3376.0
Thailand,Bananas,2013,12836.0,3553.0
Thailand,Bananas,2014,18008.0,2217.0
Thailand,Bananas,2015,17085.0,3076.0
Thailand,Bananas,2016,14418.0,4677.0
Thailand,Bananas,2017,19495.0,1716.0
Thailand,Bananas,2018,27436.0,328.0
Thailand,"Eggs, hen, in shell",2008,28557.0,1031.0
Thailand,"Eggs, hen, in shell",2009,25893.0,263.0
Thailand,"Eggs, hen, in shell",2010,12079.0,607.0
Thailand,"Eggs, hen, in shell",2011,8166.0,1347.0
Thailand,"Eggs, hen, in shell",2012,18068.0,1248.0
Thailand,"Eggs, hen, in shell",2013,23758.0,2879.0
Thailand,"Eggs, hen, in shell",2014,20050.0,3659.0
Thailand,"Eggs, hen, in shell",2015,26984.0,1478.0
Thailand,"Eggs, hen, in shell",2016,17541.0,2636.0
Thailand,"Eggs, hen, in shell",2017,16569.0,5327.0
Thailand,"Eggs, hen, in shell",2018,31534.0,4021.0
Thailand,Garlic,2008,249.0,8523.0
Thailand,Garlic,2009,321.0,8941.0
Thailand,Garlic,2010,396.0,14067.0
Thailand,Garlic,2011,476.0,16815.0
Thailand,Garlic,2012,72.0,11514.0
Thailand,Garlic,2013,43.0,15448.0
Thailand,Garlic,2014,237.0,15264.0
Thailand,Garlic,2015,389.0,30840.0
Thailand,Garlic,2016,1258.0,24648.0
Thailand,Garlic,2017,192.0,28659.0
Thailand,Garlic,2018,432.0,40119.0
Thailand,Maize,2008,216370.0,51368.0
Thailand,Maize,2009,242919.0,42286.0
Thailand,Maize,2010,142370.0,55698.0
Thailand,Maize,2011,165854.0,32781.0
Thailand,Maize,2012,91006.0,36352.0
Thailand,Maize,2013,194955.0,39883.0
Thailand,Maize,2014,277238.0,16025.0
Thailand,Maize,2015,86589.0,28612.0
Thailand,Maize,2016,191153.0,24783.0
Thailand,Maize,2017,186294.0,22632.0
Thailand,Maize,2018,119666.0,33157.0
Thailand,"Meat, cattle",2008,0.0,867.0
Thailand,"Meat, cattle",2009,41.0,684.0
Thailand,"Meat, cattle",2010,0.0,806.0
Thailand,"Meat, cattle",2011,3357.0,4632.0
Thailand,"Meat, cattle",2012,1581.0,3044.0
Thailand,"Meat, cattle",2013,248.0,1558.0
Thailand,"Meat, cattle",2014,12786.0,13733.0
Thailand,"Meat, cattle",2015,4574.0,7554.0
Thailand,"Meat, cattle",2016,382.0,2341.0
Thailand,"Meat, cattle",2017,9.0,2604.0
Thailand,"Meat, cattle",2018,4.0,2791.0
Thailand,"Meat, chicken",2008,40369.0,217.0
Thailand,"Meat, chicken",2009,46597.0,42.0
Thailand,"Meat, chicken",2010,59126.0,534.0
Thailand,"Meat, chicken",2011,107485.0,1349.0
Thailand,"Meat, chicken",2012,192708.0,1819.0
Thailand,"Meat, chicken",2013,211154.0,13382.0
Thailand,"Meat, chicken",2014,395542.0,12417.0
Thailand,"Meat, chicken",2015,417193.0,5664.0
Thailand,"Meat, chicken",2016,496217.0,4857.0
Thailand,"Meat, chicken",2017,592285.0,1046.0
Thailand,"Meat, chicken",2018,681908.0,1935.0
Thailand,"Meat, duck",2008,12145.0,814.0
Thailand,"Meat, duck",2009,10651.0,282.0
Thailand,"Meat, duck",2010,8348.0,536.0
Thailand,"Meat, duck",2011,8205.0,780.0
Thailand,"Meat, duck",2012,4426.0,780.0
Thailand,"Meat, duck",2013,6963.0,1967.0
Thailand,"Meat, duck",2014,14790.0,1807.0
Thailand,"Meat, duck",2015,9383.0,1574.0
Thailand,"Meat, duck",2016,11914.0,505.0
Thailand,"Meat, duck",2017,16256.0,196.0
Thailand,"Meat, duck",2018,17244.0,2265.0
Thailand,"Meat, sheep",2008,0.0,4139.0
Thailand,"Meat, sheep",2009,0.0,4076.0
Thailand,"Meat, sheep",2010,0.0,6427.0
Thailand,"Meat, sheep",2011,2.0,11886.0
Thailand,"Meat, sheep",2012,19.0,10085.0
Thailand,"Meat, sheep",2013,38.0,11121.0
Thailand,"Meat, sheep",2014,98.0,12051.0
Thailand,"Meat, sheep",2015,1.0,11915.0
Thailand,"Meat, sheep",2016,1.0,12612.0
Thailand,"Meat, sheep",2017,1.0,12323.0
Thailand,"Meat, sheep",2018,21.0,16459.0
Thailand,"Milk, whole fresh cow",2008,32207.0,30.0
Thailand,"Milk, whole fresh cow",2009,25349.0,32.0
Thailand,"Milk, whole fresh cow",2010,21798.0,18.0
Thailand,"Milk, whole fresh cow",2011,20607.0,30.0
Thailand,"Milk, whole fresh cow",2012,19368.0,65.0
Thailand,"Milk, whole fresh cow",2013,25953.0,85.0
Thailand,"Milk, whole fresh cow",2014,28283.0,89.0
Thailand,"Milk, whole fresh cow",2015,29008.0,93.0
Thailand,"Milk, whole fresh cow",2016,30637.0,155.0
Thailand,"Milk, whole fresh cow",2017,35825.0,171.0
Thailand,"Milk, whole fresh cow",2018,39680.0,213.0
Thailand,"Oil, palm kernel",2008,99307.0,36.0
Thailand,"Oil, palm kernel",2009,19982.0,5197.0
Thailand,"Oil, palm kernel",2010,58941.0,4899.0
Thailand,"Oil, palm kernel",2011,103434.0,13032.0
Thailand,"Oil, palm kernel",2012,78050.0,41940.0
Thailand,"Oil, palm kernel",2013,83106.0,57603.0
Thailand,"Oil, palm kernel",2014,105058.0,53503.0
Thailand,"Oil, palm kernel",2015,50049.0,24134.0
Thailand,"Oil, palm kernel",2016,84770.0,46080.0
Thailand,"Oil, palm kernel",2017,130713.0,19295.0
Thailand,"Oil, palm kernel",2018,107806.0,11280.0
Thailand,"Onions, dry",2008,15756.0,15520.0
Thailand,"Onions, dry",2009,8982.0,15478.0
Thailand,"Onions, dry",2010,14279.0,13365.0
Thailand,"Onions, dry",2011,28940.0,18553.0
Thailand,"Onions, dry",2012,17050.0,21038.0
Thailand,"Onions, dry",2013,19361.0,18783.0
Thailand,"Onions, dry",2014,14101.0,13609.0
Thailand,"Onions, dry",2015,8177.0,16852.0
Thailand,"Onions, dry",2016,5722.0,9940.0
Thailand,"Onions, dry",2017,8468.0,15937.0
Thailand,"Onions, dry",2018,8175.0,21319.0
Thailand,"Onions, shallots, green",2008,444.0,135.0
Thailand,"Onions, shallots, green",2009,521.0,388.0
Thailand,"Onions, shallots, green",2010,644.0,49.0
Thailand,"Onions, shallots, green",2011,0.0,0.0
Thailand,"Onions, shallots, green",2012,0.0,0.0
Thailand,"Onions, shallots, green",2013,0.0,0.0
Thailand,"Onions, shallots, green",2014,,
Thailand,"Onions, shallots, green",2015,149.0,176.0
Thailand,"Onions, shallots, green",2016,119.0,9.0
Thailand,"Onions, shallots, green",2017,,
Thailand,"Onions, shallots, green",2018,8175.0,21319.0
Thailand,"Rice, paddy",2008,0.0,34.0
Thailand,"Rice, paddy",2009,2.0,31.0
Thailand,"Rice, paddy",2010,10.0,21.0
Thailand,"Rice, paddy",2011,2.0,1.0
Thailand,"Rice, paddy",2012,5.0,1.0
Thailand,"Rice, paddy",2013,32.0,3.0
Thailand,"Rice, paddy",2014,4.0,1.0
Thailand,"Rice, paddy",2015,6.0,2.0
Thailand,"Rice, paddy",2016,22.0,0.0
Thailand,"Rice, paddy",2017,150.0,0.0
Timor-Leste,"Eggs, hen, in shell",2017,0.0,909.0
Viet Nam,Bananas,2014,4303.0,3627.0
Viet Nam,Bananas,2015,4858.0,502.0
Viet Nam,Bananas,2016,14707.0,563.0
Viet Nam,Bananas,2017,63485.0,9464.0
Viet Nam,Cassava,2015,2588.0,2898.0
Viet Nam,"Eggs, hen, in shell",2008,3938.0,46.0
Viet Nam,"Eggs, hen, in shell",2009,4710.0,34.0
Viet Nam,"Eggs, hen, in shell",2010,4874.0,6.0
Viet Nam,"Eggs, hen, in shell",2011,5135.0,376.0
Viet Nam,"Eggs, hen, in shell",2012,4000.0,178.0
Viet Nam,"Eggs, hen, in shell",2013,2677.0,123.0
Viet Nam,"Eggs, hen, in shell",2014,3006.0,40.0
Viet Nam,"Eggs, hen, in shell",2015,3248.0,253.0
Viet Nam,"Eggs, hen, in shell",2016,3378.0,477.0
Viet Nam,"Eggs, hen, in shell",2017,2035.0,120.0
Viet Nam,"Eggs, hen, in shell",2018,2734.0,185.0
Viet Nam,Garlic,2008,23.0,44157.0
Viet Nam,Garlic,2009,4.0,59163.0
Viet Nam,Garlic,2010,113.0,146046.0
Viet Nam,Garlic,2011,231.0,193732.0
Viet Nam,Garlic,2012,307.0,112399.0
Viet Nam,Garlic,2013,870.0,124699.0
Viet Nam,Garlic,2014,972.0,238440.0
Viet Nam,Garlic,2015,2667.0,216298.0
Viet Nam,Garlic,2016,4555.0,270477.0
Viet Nam,Garlic,2017,5794.0,352219.0
Viet Nam,Maize,2008,4441.0,152276.0
Viet Nam,Maize,2009,120.0,324967.0
Viet Nam,Maize,2010,124.0,396623.0
Viet Nam,Maize,2011,981.0,300826.0
Viet Nam,Maize,2012,7338.0,500654.0
Viet Nam,Maize,2013,5851.0,722618.0
Viet Nam,Maize,2014,20195.0,1215951.0
Viet Nam,Maize,2015,7652.0,1476284.0
Viet Nam,Maize,2016,8070.0,1576948.0
Viet Nam,Maize,2017,18846.0,1503897.0
Viet Nam,Maize,2018,26578.0,2076584.0
Viet Nam,"Meat, cattle",2014,4301.0,19526.0
Viet Nam,"Meat, cattle",2015,1991.0,37108.0
Viet Nam,"Meat, cattle",2016,1415.0,47007.0
Viet Nam,"Meat, cattle",2017,34.0,6603.0
Viet Nam,"Meat, cattle",2018,29.0,40065.0
Viet Nam,"Meat, chicken",2008,0.0,290689.0
Viet Nam,"Meat, chicken",2009,198.0,314251.0
Viet Nam,"Meat, chicken",2010,352.0,615338.0
Viet Nam,"Meat, chicken",2011,71.0,953481.0
Viet Nam,"Meat, chicken",2012,417.0,609688.0
Viet Nam,"Meat, chicken",2013,97.0,139996.0
Viet Nam,"Meat, chicken",2014,87.0,741826.0
Viet Nam,"Meat, chicken",2015,32.0,889124.0
Viet Nam,"Meat, chicken",2016,22.0,605797.0
Viet Nam,"Meat, chicken",2017,12114.0,412413.0
Viet Nam,"Meat, duck",2017,21.0,17.0
Viet Nam,"Meat, goat",2014,6.0,5359.0
Viet Nam,"Meat, goat",2015,24.0,6390.0
Viet Nam,"Meat, goat",2017,3.0,1293.0
Viet Nam,"Meat, sheep",2015,106.0,8346.0
Viet Nam,"Meat, sheep",2016,2.0,7532.0
Viet Nam,"Meat, sheep",2017,15.0,4317.0
Viet Nam,"Meat, sheep",2018,396.0,17325.0
Viet Nam,"Milk, whole fresh cow",2008,0.0,4157.0
Viet Nam,"Milk, whole fresh cow",2009,0.0,3176.0
Viet Nam,"Milk, whole fresh cow",2010,478.0,14007.0
Viet Nam,"Milk, whole fresh cow",2011,738.0,5939.0
Viet Nam,"Milk, whole fresh cow",2012,1100.0,9500.0
Viet Nam,"Milk, whole fresh cow",2013,1478.0,8829.0
Viet Nam,"Milk, whole fresh cow",2014,1556.0,12703.0
Viet Nam,"Milk, whole fresh cow",2015,1130.0,12284.0
Viet Nam,"Milk, whole fresh cow",2016,3301.0,16325.0
Viet Nam,"Milk, whole fresh cow",2017,87.0,16209.0
Viet Nam,"Milk, whole fresh cow",2018,7468.0,22039.0
Viet Nam,"Oil, palm kernel",2014,51.0,999.0
Viet Nam,"Oil, palm kernel",2015,30.0,906.0
Viet Nam,"Oil, palm kernel",2016,0.0,1040.0
Viet Nam,"Oil, palm kernel",2018,0.0,949.0
Viet Nam,"Onions, dry",2008,310.0,22402.0
Viet Nam,"Onions, dry",2009,410.0,35078.0
Viet Nam,"Onions, dry",2010,333.0,51819.0
Viet Nam,"Onions, dry",2011,1376.0,55138.0
Viet Nam,"Onions, dry",2012,2428.0,78455.0
Viet Nam,"Onions, dry",2013,2953.0,119598.0
Viet Nam,"Onions, dry",2015,2157.0,214745.0
