Domain,Area,Element,Item,Year,Production_Unit,Production_Value,Flag,Flag Description
Crops,Brunei Darussalam,Area harvested,Bananas,2000,ha,140.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2001,ha,180.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2002,ha,182.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2003,ha,200.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2004,ha,190.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2005,ha,180.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2006,ha,200.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2007,ha,243.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2008,ha,250.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2009,ha,250.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2010,ha,254.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2011,ha,259.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2012,ha,260.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Bananas,2013,ha,303.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2014,ha,286.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2015,ha,413.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2016,ha,540.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2017,ha,614.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Bananas,2018,ha,624.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Bananas,2000,tonnes,542.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2001,tonnes,704.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2002,tonnes,714.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2003,tonnes,792.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2004,tonnes,771.0,,Official data
Crops,Brunei Darussalam,Production,Bananas,2005,tonnes,720.0,,Official data
Crops,Brunei Darussalam,Production,Bananas,2006,tonnes,794.0,,Official data
Crops,Brunei Darussalam,Production,Bananas,2007,tonnes,756.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2008,tonnes,800.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2009,tonnes,839.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Bananas,2010,tonnes,843.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Bananas,2011,tonnes,852.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Bananas,2012,tonnes,850.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Bananas,2013,tonnes,966.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Bananas,2014,tonnes,889.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Bananas,2015,tonnes,1269.0,,Official data
Crops,Brunei Darussalam,Production,Bananas,2016,tonnes,1630.0,,Official data
Crops,Brunei Darussalam,Production,Bananas,2017,tonnes,1822.0,,Official data
Crops,Brunei Darussalam,Production,Bananas,2018,tonnes,1822.0,,Official data
Crops,Brunei Darussalam,Area harvested,Cassava,2000,ha,140.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Cassava,2001,ha,132.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2002,ha,150.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Cassava,2003,ha,160.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2004,ha,170.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2005,ha,184.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2006,ha,180.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2007,ha,184.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2008,ha,192.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2009,ha,193.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2010,ha,199.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2011,ha,189.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2012,ha,180.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Cassava,2013,ha,185.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,Cassava,2014,ha,185.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2015,ha,184.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2016,ha,179.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2017,ha,178.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,Cassava,2018,ha,176.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2000,tonnes,1700.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Cassava,2001,tonnes,1600.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Cassava,2002,tonnes,1800.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Cassava,2003,tonnes,1974.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2004,tonnes,2133.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2005,tonnes,2345.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2006,tonnes,2485.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2007,tonnes,2635.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2008,tonnes,2835.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2009,tonnes,2929.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2010,tonnes,3100.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Cassava,2011,tonnes,3017.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2012,tonnes,3000.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Cassava,2013,tonnes,3000.0,F,FAO estimate
Crops,Brunei Darussalam,Production,Cassava,2014,tonnes,3023.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2015,tonnes,3243.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2016,tonnes,3236.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2017,tonnes,3289.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,Cassava,2018,tonnes,3341.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2000,ha,7.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2001,ha,9.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2002,ha,8.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2003,ha,9.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2004,ha,11.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2005,ha,7.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2006,ha,7.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2007,ha,10.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2008,ha,10.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2009,ha,10.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2010,ha,9.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2011,ha,10.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2012,ha,12.0,F,FAO estimate
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2013,ha,12.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2014,ha,12.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2015,ha,12.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2016,ha,12.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2017,ha,12.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Onions, shallots, green",2018,ha,12.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2000,tonnes,66.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2001,tonnes,78.0,F,FAO estimate
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2002,tonnes,75.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2003,tonnes,84.0,F,FAO estimate
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2004,tonnes,99.0,,Official data
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2005,tonnes,67.0,,Official data
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2006,tonnes,62.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2007,tonnes,86.0,F,FAO estimate
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2008,tonnes,90.0,F,FAO estimate
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2009,tonnes,87.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2010,tonnes,77.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2011,tonnes,87.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2012,tonnes,90.0,F,FAO estimate
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2013,tonnes,94.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2014,tonnes,96.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2015,tonnes,95.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2016,tonnes,95.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2017,tonnes,96.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Production,"Onions, shallots, green",2018,tonnes,97.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2000,ha,460.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2001,ha,480.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2002,ha,510.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2003,ha,690.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2004,ha,757.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2005,ha,975.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2006,ha,1095.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2007,ha,1355.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2008,ha,1300.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2009,ha,1731.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2010,ha,1848.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2011,ha,1604.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2012,ha,1797.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2013,ha,1280.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2014,ha,966.0,Im,FAO data based on imputation methodology
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2015,ha,924.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2016,ha,1013.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2017,ha,920.0,,Official data
Crops,Brunei Darussalam,Area harvested,"Rice, paddy",2018,ha,783.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2000,tonnes,299.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2001,tonnes,350.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2002,tonnes,372.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2003,tonnes,547.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2004,tonnes,620.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2005,tonnes,851.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2006,tonnes,886.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2007,tonnes,983.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2008,tonnes,911.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2009,tonnes,891.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2010,tonnes,1072.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2011,tonnes,1480.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2012,tonnes,1756.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2013,tonnes,1237.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2014,tonnes,1382.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2015,tonnes,1983.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2016,tonnes,1579.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2017,tonnes,1527.0,,Official data
Crops,Brunei Darussalam,Production,"Rice, paddy",2018,tonnes,1569.0,,Official data
Crops,Cambodia,Area harvested,Bananas,2000,ha,30726.0,,Official data
Crops,Cambodia,Area harvested,Bananas,2001,ha,34489.0,,Official data
Crops,Cambodia,Area harvested,Bananas,2002,ha,34500.0,,Official data
Crops,Cambodia,Area harvested,Bananas,2003,ha,33000.0,F,FAO estimate
Crops,Cambodia,Area harvested,Bananas,2004,ha,32000.0,F,FAO estimate
Crops,Cambodia,Area harvested,Bananas,2005,ha,29980.0,,Official data
Crops,Cambodia,Area harvested,Bananas,2006,ha,30000.0,F,FAO estimate
Crops,Cambodia,Area harvested,Bananas,2007,ha,30000.0,F,FAO estimate
Crops,Cambodia,Area harvested,Bananas,2008,ha,32000.0,F,FAO estimate
Crops,Cambodia,Area harvested,Bananas,2009,ha,33000.0,F,FAO estimate
Crops,Cambodia,Area harvested,Bananas,2010,ha,34726.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2011,ha,31968.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2012,ha,31075.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2013,ha,30792.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2014,ha,30664.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2015,ha,31728.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2016,ha,31317.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2017,ha,31251.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Bananas,2018,ha,31185.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2000,tonnes,146000.0,,Official data
Crops,Cambodia,Production,Bananas,2001,tonnes,146000.0,,Official data
Crops,Cambodia,Production,Bananas,2002,tonnes,146000.0,,Official data
Crops,Cambodia,Production,Bananas,2003,tonnes,140000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2004,tonnes,134000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2005,tonnes,129000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2006,tonnes,130000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2007,tonnes,130000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2008,tonnes,151000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2009,tonnes,153000.0,F,FAO estimate
Crops,Cambodia,Production,Bananas,2010,tonnes,157753.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2011,tonnes,142130.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2012,tonnes,139616.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2013,tonnes,138489.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2014,tonnes,138440.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2015,tonnes,144370.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2016,tonnes,143851.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2017,tonnes,144127.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Bananas,2018,tonnes,144403.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Cassava,2000,ha,15380.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2001,ha,13590.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2002,ha,19284.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2003,ha,25039.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2004,ha,22507.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2005,ha,29975.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2006,ha,96324.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2007,ha,108000.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2008,ha,179945.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2009,ha,160326.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2010,ha,202303.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2011,ha,369518.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2012,ha,337065.0,,Official data
Crops,Cambodia,Area harvested,Cassava,2013,ha,309621.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Cassava,2014,ha,302422.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Cassava,2015,ha,284702.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Cassava,2016,ha,288323.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Cassava,2017,ha,280945.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Cassava,2018,ha,272172.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Cassava,2000,tonnes,147763.0,,Official data
Crops,Cambodia,Production,Cassava,2001,tonnes,142262.0,,Official data
Crops,Cambodia,Production,Cassava,2002,tonnes,122014.0,,Official data
Crops,Cambodia,Production,Cassava,2003,tonnes,330649.0,,Official data
Crops,Cambodia,Production,Cassava,2004,tonnes,362050.0,,Official data
Crops,Cambodia,Production,Cassava,2005,tonnes,535623.0,,Official data
Crops,Cambodia,Production,Cassava,2006,tonnes,2182043.0,,Official data
Crops,Cambodia,Production,Cassava,2007,tonnes,2215000.0,,Official data
Crops,Cambodia,Production,Cassava,2008,tonnes,3676232.0,,Official data
Crops,Cambodia,Production,Cassava,2009,tonnes,3497306.0,,Official data
Crops,Cambodia,Production,Cassava,2010,tonnes,4247419.0,,Official data
Crops,Cambodia,Production,Cassava,2011,tonnes,8033843.0,,Official data
Crops,Cambodia,Production,Cassava,2012,tonnes,7613697.0,,Official data
Crops,Cambodia,Production,Cassava,2013,tonnes,7550140.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Cassava,2014,tonnes,7732560.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Cassava,2015,tonnes,7632132.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Cassava,2016,tonnes,7638277.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Cassava,2017,tonnes,7667657.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Cassava,2018,tonnes,7646022.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Maize,2000,ha,57404.0,,Official data
Crops,Cambodia,Area harvested,Maize,2001,ha,67213.0,,Official data
Crops,Cambodia,Area harvested,Maize,2002,ha,71594.0,,Official data
Crops,Cambodia,Area harvested,Maize,2003,ha,83953.0,,Official data
Crops,Cambodia,Area harvested,Maize,2004,ha,77304.0,,Official data
Crops,Cambodia,Area harvested,Maize,2005,ha,70480.0,,Official data
Crops,Cambodia,Area harvested,Maize,2006,ha,105297.0,,Official data
Crops,Cambodia,Area harvested,Maize,2007,ha,142000.0,,Official data
Crops,Cambodia,Area harvested,Maize,2008,ha,163106.0,,Official data
Crops,Cambodia,Area harvested,Maize,2009,ha,221287.0,,Official data
Crops,Cambodia,Area harvested,Maize,2010,ha,214000.0,,Official data
Crops,Cambodia,Area harvested,Maize,2011,ha,174257.0,,Official data
Crops,Cambodia,Area harvested,Maize,2012,ha,215442.0,,Official data
Crops,Cambodia,Area harvested,Maize,2013,ha,207788.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Maize,2014,ha,121534.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Maize,2015,ha,84742.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Maize,2016,ha,141177.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Maize,2017,ha,156380.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Maize,2018,ha,123439.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Maize,2000,tonnes,156972.0,,Official data
Crops,Cambodia,Production,Maize,2001,tonnes,185589.0,,Official data
Crops,Cambodia,Production,Maize,2002,tonnes,148897.0,,Official data
Crops,Cambodia,Production,Maize,2003,tonnes,314591.0,,Official data
Crops,Cambodia,Production,Maize,2004,tonnes,256665.0,,Official data
Crops,Cambodia,Production,Maize,2005,tonnes,247760.0,,Official data
Crops,Cambodia,Production,Maize,2006,tonnes,376938.0,,Official data
Crops,Cambodia,Production,Maize,2007,tonnes,523000.0,,Official data
Crops,Cambodia,Production,Maize,2008,tonnes,611865.0,,Official data
Crops,Cambodia,Production,Maize,2009,tonnes,924026.0,,Official data
Crops,Cambodia,Production,Maize,2010,tonnes,773269.0,,Official data
Crops,Cambodia,Production,Maize,2011,tonnes,717000.0,,Official data
Crops,Cambodia,Production,Maize,2012,tonnes,950909.0,,Official data
Crops,Cambodia,Production,Maize,2013,tonnes,927000.0,*,Unofficial figure
Crops,Cambodia,Production,Maize,2014,tonnes,550000.0,*,Unofficial figure
Crops,Cambodia,Production,Maize,2015,tonnes,400000.0,*,Unofficial figure
Crops,Cambodia,Production,Maize,2016,tonnes,663000.0,*,Unofficial figure
Crops,Cambodia,Production,Maize,2017,tonnes,750000.0,*,Unofficial figure
Crops,Cambodia,Production,Maize,2018,tonnes,604333.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2000,ha,13325.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2001,ha,13352.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2002,ha,13379.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2003,ha,13406.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2004,ha,13463.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2005,ha,13549.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2006,ha,13636.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2007,ha,13724.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2008,ha,13814.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2009,ha,13904.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2010,ha,13996.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2011,ha,14089.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2012,ha,14115.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2013,ha,14224.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2014,ha,14300.0,,Official data
Crops,Cambodia,Area harvested,Oil palm fruit,2015,ha,14500.0,F,FAO estimate
Crops,Cambodia,Area harvested,Oil palm fruit,2016,ha,14631.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2017,ha,14640.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,Oil palm fruit,2018,ha,14744.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2000,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2001,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2002,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2003,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2004,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2005,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2006,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2007,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2008,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2009,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2010,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2011,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2012,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2013,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2014,tonnes,160000.0,F,FAO estimate
Crops,Cambodia,Production,Oil palm fruit,2015,tonnes,160000.0,F,FAO estimate
Crops,Cambodia,Production,Oil palm fruit,2016,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2017,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,Oil palm fruit,2018,tonnes,160000.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,"Rice, paddy",2000,ha,1903159.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2001,ha,1980295.0,,Official data
