Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1069","Meat, duck","2014","2014","tonnes","24","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1069","Meat, duck","2015","2015","tonnes","151","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1069","Meat, duck","2016","2016","tonnes","126","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1069","Meat, duck","2017","2017","tonnes","126","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1069","Meat, duck","2018","2018","tonnes","102","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2000","2000","tonnes","1","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2001","2001","tonnes","1","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2002","2002","tonnes","204","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2003","2003","tonnes","231","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2004","2004","tonnes","323","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2005","2005","tonnes","220","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2006","2006","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2007","2007","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2008","2008","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2009","2009","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2010","2010","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2011","2011","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2012","2012","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2013","2013","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2016","2016","tonnes","19","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1017","Meat, goat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2000","2000","tonnes","240","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2001","2001","tonnes","300","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2002","2002","tonnes","24","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2003","2003","tonnes","77","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2004","2004","tonnes","353","R","Estimated data using trading partners database"
