Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","486","Bananas","2016","2016","1000 US$","7","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","486","Bananas","2017","2017","1000 US$","5710","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1062","Eggs, hen, in shell","2017","2017","1000 US$","6","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2008","2008","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2009","2009","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2010","2010","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2011","2011","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2012","2012","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2013","2013","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","406","Garlic","2018","2018","1000 US$","6","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2008","2008","1000 US$","32036","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2009","2009","1000 US$","9339","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2010","2010","1000 US$","26357","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2011","2011","1000 US$","4244","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2012","2012","1000 US$","5665","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2013","2013","1000 US$","1470","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2014","2014","1000 US$","675","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2015","2015","1000 US$","609","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2016","2016","1000 US$","483","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2017","2017","1000 US$","13097","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","56","Maize","2018","2018","1000 US$","18029","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2008","2008","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2009","2009","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2010","2010","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2011","2011","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2012","2012","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2013","2013","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","867","Meat, cattle","2016","2016","1000 US$","578","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2008","2008","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2009","2009","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2010","2010","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2011","2011","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2012","2012","1000 US$","53","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2013","2013","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2015","2015","1000 US$","21","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1058","Meat, chicken","2018","2018","1000 US$","16","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2008","2008","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2009","2009","1000 US$","0","F","FAO estimate"
